585
485,413003,0
486,409225,0
487,409207,0
488,409184,0
489,409159,0
490,409135,0
491,409112,0
492,414265,0
493,413686,0
494,413104,0
495,413080,0
496,413055,0
497,413592,0
498,250198,0
499,256358,0
500,264758,0
501,272038,0
502,280438,0
503,288278,0
504,296118,0
505,303958,0
506,311798,0
507,250203,0
508,256363,0
509,264203,0
510,272603,0
511,280443,0
512,288284,0
513,296123,0
514,303963,0
515,312363,0
516,13366,0
517,13909,0
518,13884,0
519,13855,0
520,13834,0
521,13813,0
522,13794,0
523,13774,0
524,13757,0
525,13155,0
526,13136,0
527,11996,0
528,11408,0
529,11389,0
530,10811,0
531,10783,0
532,10761,0
533,11300,0
534,11838,0
535,11820,0
536,11802,0
537,2725,0
538,2706,0
539,2128,0
540,2107,0
541,1521,0
542,2058,0
543,2036,0
544,2578,0
545,2560,0
546,1957,0
547,1934,0
548,1355,0
549,1324,0
550,1300,0
551,1279,0
552,1265,0
553,1248,0
554,1792,0
555,1771,0
556,1186,0
557,603,0
558,408384,0
559,408919,0
560,408338,0
561,407759,0
562,408289,0
563,412863,0
564,412839,0
565,412818,0
566,412799,0
567,412770,0
568,237748,0
569,238296,0
570,399874,0
571,399851,0
572,167453,0
573,19054,0
574,19072,0
575,105409,1
576,194368,1
577,181009,1
578,137331,1
579,79843,1
580,0,-2
581,27758,1
582,49974,1
583,300813,1
584,489457,1
